"id","question_id","question","question_date","question_by","answer_date","answer"
"255","6912","Selamat siang. Sehubungan dengan permohonan gugatan Perselisihan Hasil Pemilihan Umum Pemilihan Presiden dan Wakil Presiden tahun 2019, mohon boleh minta tautan permohonan dari pihak Pemohon yang telah diberikan ke MK tanggal 24 Mei kemarin Terima kasih.","27-05-2019","Dinna Margaretha","30-05-2019","Yth. Dinna, Untuk informasi seputar Perselisihan Hasil Pemilihan Umum 2019, termasuk permohonan gugatan baik pilpres maupun pileg, silahkan kunjungi laman MK dan memilih menu Pemilu 2019. Terima kasih."
"256","6902","bagaimana caranya mencek daftar gugatan partai pada pileg 2019, terima kasih","24-05-2019","Lulujatulo sarumaha","30-05-2019","Yth. Lulujatulo, Untuk informasi seputar Perselisihan Hasil Pemilihan Umum 2019, silahkan kunjungi laman MK dan memilih menu Pemilu 2019. Terima kasih."
"257","6901","Bagaimana kalo mau melihat registrasi perkara untuk pemilihan legislatif","24-05-2019","Ade victoria","30-05-2019","Yth. Ade Untuk informasi seputar Perselisihan Hasil Pemilihan Umum 2019, silahkan kunjungi laman MK dan memilih menu Pemilu 2019. Terima kasih."
"258","6900","Salam konstitusisaat ini kami sedang menangani sengketa hasil pileg u daerah sulawesi selatan., mohon petunjuk bagaimana agar kami bisa dapatkan peraturan MK berkenaan dengan tata cara beracara di MK, terima kasihWassalam","24-05-2019","mursalin jalil,sh.mh","30-05-2019","Yth. Mursalin Jalil, Untuk informasi seputar Perselisihan Hasil Pemilihan Umum 2019, silahkan kunjungi laman MK dan memilih menu Pemilu 2019. Anda juga dapat mengunduh seluruh peraturan MK dan tata cara beracara pada menu Peraturan. Terima kasih."
"259","6852","Selamat Pagi, saya Siti Faridah dari Fakultas Hukum, Universitas Negeri Semarang. Izin bertanya, apabila ingin melakukan KKL (Academic Visit) ke MK. bagaimanakah mekanismenya Terima kasih","29-04-2019","Siti Faridah","30-04-2019","Yth. Siti Faridah, Untuk melakukan KKL di MK, silahkan mendaftar melalui layanan menu Hubungi MK di bagian bawah laman www.mkri.id. Terima kasih."
"260","6851","Selamat siang bapak /ibu Saya ingin bertanya , jikaa sengketa hasil pemilu kepala daerah ? Pondasi beracara nya PMK no brapa ? Mohon penjelasannya ? Dan saya bisa unduh dimana PMK yanh berlaku soal pemilukada ?","25-04-2019","Erizal","30-04-2019","Yth. Erizal, Terkait penyelesaian sengketa hasil pemilu kepala daerah dapat merujuk pada Peraturan MK Nomor 5-8 Tahun 2017. Silhkan mengunduh seluruh peraturan tersebut di menu Peraturan pada laman MK. Terima kasih. "
"261","6839","Selamat siang,Saya Andrea Arimurti dari Purna Paskibraka Indonesia Jakarta Timur. Apabila saya ingin menyewa Pusat Pendidikan Pancasila dan Konstitusi di Cisarua saya dapat menghubungi siapa ya Mohon untuk dapat menghubungi saya via email.Terima kasih","22-04-2019","Andrea Arimurti","23-04-2019","Yth. Andrea Arimurti, Untuk informasi terkait Pusat Pendidikan Pancasila dan Konstitusi di Cisarua silahkan menghubungi : Alamat: Jl. Raya Puncak KM 83. Cisarua Bogor, Jawa Barat 16750 Tlp: (021-23529000) ext 18979 (Bagian Program dan Evaluasi) Fax: (0251-8253886) Email:"
"262","6826","Selamat malam, permisi saya ingin bertanya tentang V. Pendaftaran Point BB. Peserta mengisi formulir pendaftaran yang dapat diperoleh dengan mengaksestombol Ikuti Lomba Short Movie Konstitusi Tahun 2019 pada laman www.mkri.idLebih tepatnya di sebelah mana saya dapat menemukan Ikuti Lomba Short Movie Konstitusi Tahun 2019 itu","13-04-2019","P. Surya Muhamad","15-04-2019","Terima kasih atas ketertarikannya terhadap kegiatan ini. Form pendaftaran dapat diperoleh dengan mengakses panduan berikut:https://mkri.id/public/content/infoumum/kerjasama/pdf/short_movie.pdf"
"263","6816","Apakah MK bisa menerima Audiensi mahasiswa 112 orangKami baru saja menyurati MK via email.Semoga MK berkenan dengan permohonan kami.Kami berencana audiensi dan visitasi ditanggal 23 april atau 24 April.Kami bersedia menyesuaikam waktu dengan jadwal MK.","29-03-2019","Iman Pasu Purba","01-04-2019","Yth. Iman Pasu, Untuk kunjungan mahasiswa, silahkan mendaftar melalui layanan Hubungi MK di laman MK. Terima kasih."
"264","6815","Yth. Pengelola Web MKRISaya tidak menemukan link download Laporan Tahunan Mahkamah Konstitusi Tahun 2007, 2004, dan 2003 pada Web MKRI. Kenapa tidak ada Laporan Tahunan Mahkamah Konstitusi Tahun 2007, 2004, dan 2003 pada Web MKRI","27-03-2019","Rizki Ahmad","28-03-2019","Yth. Rizki Ahmad, Seluruh Laporan Tahunan MK dapat diunduh melalui laman website pada bagian Publikasi. Terima Kasih."
"265","6812","selamat malam, saya arviansyah hamidis mahasiswa fakultas hukum univ. pancasila, mempunyai tugas kampus untuk membuat makalah tentang cuti presiden, bagaimana cara saya untuk download putusan Nomor 10PUUXVII2019 terima kasih","26-03-2019","arviansyah hamidis","28-03-2019","Yth. Arviansyah Hamidis, Apabila anda telah mengetahui putusan nomor perkara berapa yang akan ada unduh, silahkan ketik nomor perkara dalam kolom pencarian pada bagian Putusan di laman MK. Terima Kasih."
"266","6811","Dengan Hormat,perkenalkan saya hendrik, karyawan salah satu perusahaan swasta.saya ingin mengajukan JR untuk materi muatan pada UU 22004 tentang PPHI, pertanyaanya adalah1. jika saya mewakili kepentingan pemohon (direktur perusahaan swasta), dokumen apa saja yang harus saya lampirkan2. apabila dalam UU 22004 ternyata terdapat kekeliruan dibeberapa pasalnya bagaimana skema permohonannya3. dalam peraturan MK no 6 tahun 2005, harus melengkapi terlebih dahulu bukti resume keterangan dari ahli, oleh karenanya apakah itu dapat dilakukan jika telah masuk dalam pokok pemeriksaandemikianlah, terima kasih","26-03-2019","hendrik setiawan","26-03-2019","Yth. Sdr. Hendrik, Untuk informasi mengenai prosedur pengujian Undang-Undang dapat mengunduh PeraturanMahkamah Konstitusi Nomor 06/PMK/2005 tentang Pedoman Beracara dalam Perkara PengujianUndang-Udang di laman Mahkamah Konstitusi pada bagian Peraturan atau menghubungi Petugas Pengadministrasi RegistrasiPerkara di nomor telepon 021-23529000. Terima Kasih."
"267","6809","AssalamualaikumMau nanya kalau mau download hasil putusan tentang permohonan penggunaan GPS saat berkendara di mana ya min Terimakasih","21-03-2019","Fito Adji Satria Admaja","01-04-2019","Yth. Fito Adji, Putusan yang dimaksud dengan nomor perkara23/PUU-XVI/2018. Silahkan ketik nomor perkara tersebut pada kolom pencarian bagian Putusan di laman MK. Terima kasih."
"268","6807","Selamat pagi bapaibu...Mohon info kapan dilasanakan sidang putusan P91, apakah masih di bulan Maret ini, krn di jadwal sidang belum tercantum...Atas perhatiannya diucapkan terima kasih.","21-03-2019","Hasan","26-03-2019","Yth. Sdr. Hasan, Seluruh jadwal sidang yang sudah terjadwal akan diunggah ke laman MK. Terima Kasih."
"269","6806","Hai, Saya Muhammad Aris Mufti. Seorang mahasiswa Universitas Mataram. Izin bertanya. Apakah program magang sudah dibukaApa ada ketentuan tertentu untuk mengikuti program tersebutKapan jadwal dibukanyamohon informasinya.terimakasih.","20-03-2019","Muhammad Aris Mufti","26-03-2019","Yth. Saudara Muhammad Aris Mufti, Untuk mendaftar magang di MK, silahkan mendaftar melalui laman web pada bagian Hubungi MK (Magang dan KKN/KKL) Terima Kasih."
"270","6805","Apakah perkara nomor 87,88,91 PUUXVI2018 telah ada sidang putusan terima kasih","20-03-2019","Maurits Wongkar","04-04-2019","Yth. Sdr. Maurits Wongkar, Tiga perkara yang anda tanyakan hingga saat pertanyaan ini dijawab belum terdapat jadwal putusan sidang. Untuk mengunduh putusan MK, silahkan masukan nomor perkara pada kolom pencarian di bagian Putusan pada laman MK. Terima Kasih."
"271","6798","Yth, admin,sy butuh bahan hasil jurnal tentang sengketa kewenangan lembaga negara . Terima kasih","16-03-2019","Iswan cahyadi","26-03-2019","Yth. Sdr. Iswan Cahyadi, Untuk pemerolehan Jurnal Konstitusi dapat menghubungiPusat Penelitian dan Pengkajian Perkara, dan Pengelolaan Perpustakaan atau silahkan menghubungi 021-23529000. Terima Kasih."
"272","6792","Apakah visi dan misi Mahkamah Konstitusi Terimakasih","10-03-2019","Nadya","26-03-2019","Yth. Sdri Nadya, Visi Mengawal Tegaknya Konstitusi Melalui Peradilan Modern dan Terpercaya Misi 1. Membangun Sistem Peradilan Konstitusi yang Mampu Mendukung Penegakan Konstitusi. 2. Meningkatkan Pemahaman Masyarakat Mengenai Hak Konstitusional Warga Negara. Terima Kasih."
"273","6786","Kenapa sekarang di website MK susah dicari tentang naskah komprehensif UUD","05-03-2019","ardhi","18-03-2019","Yth. Saudara Ardhi, Terima kasih atas pertanyaannya. Untuk naskah komprehensif UUD dapat dilihat di bagian menu Publikasi. https://mkri.id/index.php?page=web.Publikasiamp;amp;id=5amp;amp;pages=1amp;amp;menu=8"
"274","6775","Apakah Siswa dari Sekolah Menengan Kejuruan bisa berkunjung study ke Mahkamah Konstitusijika bisa bagaimana prosedur permohonannya","25-02-2019","Hanstien Diaz","04-04-2019","Yth. Sdr. Hanstien Diaz, Seluruh pelajar sekolah termasuk siswa SMK dapat berkunjung ke MK dengan cara mengisi formulir di Hubungi MK pada laman MK. Terima kasih."
"275","6764","Asalamualaikum Saya dari pengurus MGMP PPKN kota Bogor Ingin batuan nya bagai mana cara kunjungan ke Mk","16-02-2019","Hendri","26-03-2019","Yth. Sdr. Hendri, Untuk melakukan kunjungan ke MK, silahkan mendaftar melalui laman MK pada menu Hubungi MK. Terima Kasih."
"276","6759","apakah persidangan di Mahkamah Konstitusi bisa di hadiri oleh umum, misalnya siswasiswi SMA sederajat Mohon jawabannya, Terima Kasih","14-02-2019","Veny Veronica","26-03-2019","Yth. Veny Veronica, MK dapat menerima kunjungan dari masyarakat umum termasuk pelajar SMA yang salah satu kegiatannya termasuk menghadiri persidangan MK. Untuk melakukan kunjungan ke MK, silahkan mendaftar melalui laman MK pada menu Hubungi MK. Terima Kasih."
"277","6725","Selamat Pagi, Saya Tri Mahasis S2. Saya memiliki rencana untuk melakukan penelitian di MK mengenai keputusan yang berkatitan dengan perkawinan anak. Untuk pengajuan surat ijinnya kepada siapa harus saya tuju Terima kasih.","09-01-2019","tri muhartini","09-01-2019","Yth. Sdr. Tri Muhartini  Terima kasih atas pertanyaannya. Saudara dapat mengirimkan Surat Permohonan Penelitian yang ditujukan kepada Sekretaris Jenderal Mahkamah Konstitusi melalui menu ""Hubungi MK"" di laman MK atau melalui tautan berikut : https://contactmk.mkri.id/index.php?page=web.hubungiamp;amp;menu=Penelitian Terima kasih"
"278","6720","Permisi, saya ingin bertanya. Bagaimana saya dapat mengajukam permohonan untuk dilakukannya judicial review Yang dalam hal ini adalah UU Nomor 42 TAHUN 2009 (berlaku sejak 1 April 2010) tentang perubahan ketiga atas UU Nomor 8 TAHUN 1983 tentang PPN barang dan jasa dan PPnBMPMK68PMK.032010 (berlaku sejak 1 April 2010) stdd PMK197PMK.032013 (berlaku sejak 1 Januari 2014) tentang batasan pengusaha kecil PPN dan PMK68PMK.032010 (berlaku sejak 1 April 2010) stdd PMK197PMK.032013 (berlaku sejak 1 Januari 2014) tentang batasan pengusaha kecil PPN. Terimakasih dan tolong direspon","03-01-2019","Naomi","04-01-2019","Yth. Sdr. Naomi  Terima kasih atas pertanyaannya. Mahkamah Konstitusi berwenang melakukan pengujian undang-undang terhadap Undang-Undang Dasar jika materi muatan undang-undang tersebut dirasa menimbulkan kerugian konstitusional bagi warga negara. Apabila Saudara merasa hak konstitusionalnya dirugikan karena undang-undang tertentu, kami persilahkan Saudara untuk mengajukan Permohonan Pengujian Undang-Undang ke Mahkamah Konstitusi. Adapun mekanisme dan cara mengajukan permohonan dapat Saudara pelajari pada laman berikut: https://mkri.id/index.php?page=web.EFormPUUDetailamp;amp;id=1. Judicial review terhadap peraturan lain dibawah undang-undang seperti peraturan menteri dapat Saudara ajukan ke Mahkamah Agung. Terima kasih."
"279","6718","Assalamualaikum, salam sejahteraNama saya Efendi KabanAlamat Kelurahan Aek kota batuKecamatan NA IXXKabupaten Labuhan batu UtaraProvinsi Sumatera UtaraIngin menanyakan perihal benar tidaknya mengenai putusan MK yang menetapkan jumlah Anggota Bawaslu KabupatenKota menjadi 5 orangTerimakasih","01-01-2019","Efendi Kaban","02-01-2019","Waalaikumsalam wr wb. Terima kasih atas pertanyaannya. Mahkamah Konstitusi memutus jumlah angotaKPU Kabupaten/Kotasebanyak 5 (lima) orang melalui Putusan MK Nomor31/PUU-XVI/2018. Dalam putusan tersebut MK menyatakan frasa ""3 (tiga) atau 5 (lima) orang"" dalam Pasal 10 ayat (1) huruf c Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum bertentangan dengan UUD 1945 dan tidak mempunyai kekuatan hukum mengikat sepanjang tidak dimaknai ""5 (lima) orang"". Salah satu pertimbangan hukumnya, MK menilai jumlah 5 (lima) orang anggota KPU Kabupaten/Kota mampu menopang berjalannya pemilu yang jujur dan adil disetiap tingkatannya, serta dapat meminimalisir potensi malpraktik. Untuk mencermati lebih lanjut putusan dimaksud, Saudara dapat mengunduhnya melalui tautan berikut:https://mkri.id/public/content/persidangan/putusan/31_PUU-XVI_2018.pdf Terima kasih"
"280","6717","Assalamualaikum, salam sejahteraNama saya Efendi KabanAlamat Kelurahan Aek kota batuKecamatan NA IXXKabupaten Labuhan batu UtaraProvinsi Sumatera UtaraIngin menanyakan perihal benar tidaknya mengenai putusan MK yang menetapkan jumlah Anggota Bawaslu KabupatenKota menjadi 5 orangTerimakasih","01-01-2019","Efendi Kaban","02-01-2019","Yth. Sdr. Efendi Kaban  Waalaikumsalam wr wb. Terima kasih atas pertanyaannya. Mahkamah Konstitusi memutus jumlah angota KPU Kabupaten/Kota sebanyak 5 (lima) orang melalui Putusan MK Nomor31/PUU-XVI/2018. Dalam putusan tersebut MK menyatakan frasa ""3 (tiga) atau 5 (lima) orang"" dalam Pasal 10 ayat (1) huruf c Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum bertentangan dengan UUD 1945 dan tidak mempunyai kekuatan hukum mengikat sepanjang tidak dimaknai ""5 (lima) orang"". Salah satu pertimbangan hukumnya, MK menilai jumlah 5 (lima) orang anggota KPU Kabupaten/Kota mampu menopang berjalannya pemilu yang jujur dan adil disetiap tingkatannya, serta dapat meminimalisir potensi malpraktik. Untuk mencermati lebih lanjut putusan dimaksud, Saudara dapat mengunduhnya melalui tautan berikut:https://mkri.id/public/content/persidangan/putusan/31_PUU-XVI_2018.pdf Terima kasih "
"281","6716","putusan MK perkara Nomor 41PUUXVI2018 kok tidak ditemukan ya min","26-12-2018","iskandar","02-01-2019","Yth. Sdr. Iskandar Terima kasih atas pertanyaannya. Putusan MK Nomor 41/PUU-XVI/2018 dapat diunduh di laman MK melalui tautan berikut: https://mkri.id/public/content/persidangan/putusan/41_PUU-XVI_2018.pdf Terima kasih"
"282","6676","selamat siang ibubapak, sy mahasiswi dari atmajaya mau konfirmasi terkait putusan MK No 30PUU2018 tentang pemilu itu bisa ambil file nya gimana ya mohon direspon bapakibu, hal ini terkait dengan tugas akhir saya. terimakasih","15-11-2018","elisabet situmorang","22-11-2018","Yth. Sdr. Elisabet Situmorang  Terima kasih atas pertanyaannya. Putusan MK Nomor 30/PUU-XVI/2018 dapat saudara unduh melalui tautan berikut: https://mkri.id/public/content/persidangan/putusan/putusan_sidang_2814_20180723130136_30%20PUU%202018--UU_Pemilu-KABUL-telahucap-23Juli2018-ok-final%20-qrcode-%20wmActionWiz.pdf Terima kasih"
"283","6657","Halo, saya mahasiswa Fakultas Hukum UNIKA Atma Jaya, Jakarta.Saya ingin melakukan penelituan dan wawancara, saya harus kebagian apa yaTerima Kasih","24-10-2018","Enos martyn","01-11-2018","Yth. Sdr. Enos Martyn  Terima kasih atas pertanyaannya. Untuk melakukan riset di MK, Saudara bisa mengajukan surat Permohonan Penelitian yang ditujukan ke Ketua MK baik dikirim secara langsung ke alamat MK, Jalan Medan Merdeka Barat Nomor 6 Jakarta Barat, atau melalui menu ""Hubungi MK"" pada laman MK. Surat tersebut akan ditelaah dan kemudian MK akan mengubungi Saudara kembali untuk tindak lanjut penelitian. Terima kasih"
"284","6656","Selamat pagi, saya ksatria imam nugraha, mahasiswa ilmu hukum,UIN Syarif Hidayatullah Jakarta, saya mau bertanya apakah Mahkamah Konstitusi membuka program magang, dan jika ada apa saja persyaratan yang harus saya siapkanTerimakasih.","24-10-2018","Ksatria Imam Nugraha","01-11-2018","Yth. Sdr. Ksatria Imam Nugraha  Terima kasih atas pertanyaannya. Mahkamah Konstitusi membuka program magang bagi siswa/mahasiswa di Mahkamah Konstitusi. Untuk persyaratannya, Saudara dapat mengajukan permohonan magang ke MK melalui menu ""Kunjungi MK"" di laman MK atau melalui tautan berikut: https://mkri.id/index.php?page=web.PengajuanKunjunganamp;amp;menu=10 Terima kasih."
"285","6655","Bagaimana Mahkamah Kontitusi melakukan pengujian terhadap UU yang akan dikeluarkan","23-10-2018","Rifqi","01-11-2018","Yth. Sdr. Rifqi  Terima kasih atas pertanyaannya. Mahkamah Konstitusi dalam menjalankan tugas dan kewenangan pengujian undang-undang didasarkan pada peraturan berikut : 1. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945. 2. Undang-Undang Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi sebagaimana telah diubah dengan Undang-Undang Nomor 8 Tahun 2011 tentang Perubahan atas Undang-Undang Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi. 3. Peraturan Mahkamah Konstitusi Nomor 6 Tahun 2005 Tentang Pedoman Beracara dalam Perkara Pengujian Undang-Undang."
